"GEOID","NAME","year","population","new_housing_units_permitted","pop_5yrs_ago","pop_growth_5yr","instant_growth","instant_growth_scaled","rate_growth","rate_growth_scaled","composite_growth"
41620,"Salt Lake City, UT Metro Area",2022,1266191,10102,1186187,0.0674463638532542,0.0079782592041801,21.087658191159,0.118290427361492,24.7565774569155,22.9221178240372
41620,"Salt Lake City-Murray, UT Metro Area",2023,1267864,9235,1203105,0.0538265571167936,0.00728390426733467,19.2459984906225,0.135321756721871,24.7810308580337,22.0135146743281
41660,"San Angelo, TX Metro Area",2009,110409,516,NA,NA,0.00467353204901774,12.3224251669917,NA,NA,NA
41660,"San Angelo, TX Metro Area",2010,112484,177,NA,NA,0.00157355712812489,4.10026301110709,NA,NA,NA
41660,"San Angelo, TX Metro Area",2011,113614,145,NA,NA,0.00127625116622951,3.31170894502743,NA,NA,NA
41660,"San Angelo, TX Metro Area",2012,114946,405,NA,NA,0.00352339359351348,9.27187633218016,NA,NA,NA
41660,"San Angelo, TX Metro Area",2013,116914,526,NA,NA,0.00449903347759892,11.8595970516718,NA,NA,NA
41660,"San Angelo, TX Metro Area",2014,118296,629,110409,0.071434393935277,0.00531717048759045,14.029567884837,0.0744343193057403,24.6936093245354,19.3615886046862
41660,"San Angelo, TX Metro Area",2015,120106,236,112484,0.0677607481952989,0.00196493097763642,5.13831632972225,0.0289980708591518,24.6283724434286,14.8833443865754
41660,"San Angelo, TX Metro Area",2016,120189,172,113614,0.0578713890893728,0.00143107938330463,3.72236475340779,0.0247286164341859,24.6222424062835,14.1723035798457
41660,"San Angelo, TX Metro Area",2017,119317,197,114946,0.0380265515981417,0.00165106397244316,4.30583688136025,0.0434187141103754,24.6490774492649,14.4774571653126
41660,"San Angelo, TX Metro Area",2018,119310,262,116914,0.020493696221154,0.00219596010393094,5.75108223512472,0.107152954754166,24.7405863924866,15.2458343138057
41660,"San Angelo, TX Metro Area",2019,121376,283,118296,0.0260363833096639,0.00233159767993673,6.11083809535262,0.0895515192031802,24.715314438978,15.4130762671653
41660,"San Angelo, TX Metro Area",2021,122066,333,120106,0.0163189182888449,0.00272803237592778,7.16231445817379,0.167169926807746,24.8267581210978,15.9945362896358
41660,"San Angelo, TX Metro Area",2022,121834,322,120189,0.0136867766600937,0.00264294039430701,6.93662228681584,0.193101740456757,24.8639907426662,15.900306514741
41660,"San Angelo, TX Metro Area",2023,120055,252,119317,0.006185204120117,0.00209903794094373,5.49401249717009,0.339364376693203,25.0739930764138,15.284002786792
41700,"San Antonio, TX Metro Area",2009,2073092,5924,NA,NA,0.0028575673438516,7.50588417673791,NA,NA,NA
41700,"San Antonio-New Braunfels, TX Metro Area",2010,2157897,6865,NA,NA,0.00318133812688928,8.3646317303171,NA,NA,NA
41700,"San Antonio-New Braunfels, TX Metro Area",2011,2196132,7127,NA,NA,0.00324525119619404,8.53415039840769,NA,NA,NA
41700,"San Antonio-New Braunfels, TX Metro Area",2012,2234003,8004,NA,NA,0.00358280628987517,9.42945851786555,NA,NA,NA
41700,"San Antonio-New Braunfels, TX Metro Area",2013,2277516,6128,NA,NA,0.00269065069136726,7.06316582634287,NA,NA,NA
41700,"San Antonio-New Braunfels, TX Metro Area",2014,2326665,10332,2073092,0.122316327495355,0.00444069086009374,11.7048530701985,0.03630497212453,24.6388636143639,18.1718583422812
41700,"San Antonio-New Braunfels, TX Metro Area",2015,2381828,7824,2157897,0.103772793604143,0.00328487195548965,8.63923779942898,0.0316544620357845,24.6321864615593,16.6357121304941
41700,"San Antonio-New Braunfels, TX Metro Area",2016,2429609,12241,2196132,0.106312826369271,0.00503825924253656,13.2898027117458,0.0473908879539753,24.6547806541207,18.9722916829332
41700,"San Antonio-New Braunfels, TX Metro Area",2017,2473974,12516,2234003,0.107417492277316,0.00505906691016155,13.3449915509023,0.04709723530969,24.6543590307848,18.9996752908435
41700,"San Antonio-New Braunfels, TX Metro Area",2018,2518036,11497,2277516,0.105606283336758,0.00456586005918899,12.0368433211348,0.0432347386436216,24.6488132992511,18.342828310193
41700,"San Antonio-New Braunfels, TX Metro Area",2019,2550960,15895,2326665,0.0964019315200083,0.00623098754978518,16.4533139659876,0.0646355052387299,24.6795402917668,20.5664271288772
41700,"San Antonio-New Braunfels, TX Metro Area",2021,2601788,22264,2381828,0.0923492376443639,0.00855719220782016,22.6231806243376,0.0926612111382428,24.7197793015048,23.6714799629212
41700,"San Antonio-New Braunfels, TX Metro Area",2022,2655342,24336,2429609,0.092909188268565,0.00916492112880375,24.2350793856697,0.0986438618138763,24.7283691275616,24.4817242566156
41700,"San Antonio-New Braunfels, TX Metro Area",2023,2703999,16485,2473974,0.0929779375207662,0.00609652592327142,16.0966771140283,0.0655695973242017,24.6808814512244,20.3887792826264
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2009,3053793,2946,NA,NA,0.000964701929698575,2.48537698826384,NA,NA,NA
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2010,3105989,3494,NA,NA,0.00112492349457773,2.91033774469686,NA,NA,NA
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2011,3140069,5370,NA,NA,0.00171015350299627,4.46256192408508,NA,NA,NA
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",2012,3177063,5666,NA,NA,0.00178340813512354,4.65685751659478,NA,NA,NA
41740,"San Diego-Carlsbad, CA Metro Area",2013,3211252,8264,NA,NA,0.00257345110256062,6.75231362645035,NA,NA,NA
41740,"San Diego-Carlsbad, CA Metro Area",2014,3263431,6875,3053793,0.0686483988927868,0.00210667852330875,5.51427785697902,0.0306879484050153,24.6307987515926,15.0725383042858
41740,"San Diego-Carlsbad, CA Metro Area",2015,3299521,9883,3105989,0.062309299871957,0.00299528325475122,7.87115247075879,0.0480712070414272,24.6557574490133,16.2634549598861
41740,"San Diego-Carlsbad, CA Metro Area",2016,3317749,10791,3140069,0.0565847438384316,0.00325250644337471,8.55339372144184,0.0574802715845406,24.6692668835707,16.6113303025063
41740,"San Diego-Carlsbad, CA Metro Area",2017,3337685,10441,3177063,0.0505567563501259,0.00312821611386335,8.22373452427763,0.0618753325905482,24.6755772653058,16.4496558947917
41740,"San Diego-Carlsbad, CA Metro Area",2018,3343364,9834,3211252,0.0411403402784957,0.00294134889291145,7.72810064610306,0.071495492574934,24.6893897884472,16.2087452172751
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",2019,3338330,8216,3263431,0.0229509985043349,0.00246111079491842,6.45434985266274,0.107233277648185,24.7407017192415,15.5975257859521
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",2021,3286069,10048,3299521,-0.00407695541261898,0.0030577568517277,8.03685318057424,-0.750009882929634,23.5098811286741,15.7733671546241
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",2022,3276208,9346,3317749,-0.0125208386770669,0.00285268822980714,7.49294314725403,-0.227835235592653,24.2596139202211,15.8762785337376
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",2023,3269973,11469,3337685,-0.0202871151711441,0.00350736840946393,9.22937222643878,-0.172886503570144,24.3385087238301,16.7839404751344
41780,"Sandusky, OH Metro Area",2009,76963,47,NA,NA,0.000610683055494199,1.54640145967674,NA,NA,NA
41780,"Sandusky, OH Metro Area",2010,77070,47,NA,NA,0.000609835214739847,1.54415270465693,NA,NA,NA
41780,"Sandusky, OH Metro Area",2011,76751,48,NA,NA,0.000625399017602376,1.58543307439008,NA,NA,NA
41780,"Sandusky, OH Metro Area",2012,76398,44,NA,NA,0.00057593130710228,1.45422829125751,NA,NA,NA
41780,"Sandusky, OH Micro Area",2013,76048,80,NA,NA,0.00105196717862403,2.7168333856698,NA,NA,NA
41860,"San Francisco-Oakland-Fremont, CA Metro Area",2009,4317853,3550,NA,NA,0.000822167869077525,2.10732936237355,NA,NA,NA
41860,"San Francisco-Oakland-Fremont, CA Metro Area",2010,4345320,4621,NA,NA,0.00106344296852706,2.74727098850771,NA,NA,NA
41860,"San Francisco-Oakland-Fremont, CA Metro Area",2011,4391037,5783,NA,NA,0.00131700097266318,3.4197909537109,NA,NA,NA
41860,"San Francisco-Oakland-Fremont, CA Metro Area",2012,4455560,9163,NA,NA,0.0020565316144323,5.38127161437376,NA,NA,NA
41860,"San Francisco-Oakland-Hayward, CA Metro Area",2013,4516276,10922,NA,NA,0.00241836415666359,6.34097158338019,NA,NA,NA
41860,"San Francisco-Oakland-Hayward, CA Metro Area",2014,4594060,10001,4317853,0.0639685973561397,0.00217694152884377,5.70063866305365,0.0340314094542957,24.6355992573212,15.1681189601874
41860,"San Francisco-Oakland-Hayward, CA Metro Area",2015,4656132,13386,4345320,0.0715279887327055,0.00287491849457876,7.55190518610428,0.0401929167241387,24.6444458837691,16.0981755349367
41860,"San Francisco-Oakland-Hayward, CA Metro Area",2016,4679166,14787,4391037,0.0656175295266243,0.00316017854463808,8.30850949679593,0.0481605840304585,24.6558857755413,16.4821976361686
41860,"San Francisco-Oakland-Hayward, CA Metro Area",2017,4727357,16952,4455560,0.0610017595992423,0.00358593607379345,9.43775974337404,0.0587841415944663,24.67113896623,17.054449354802
41860,"San Francisco-Oakland-Hayward, CA Metro Area",2018,4729484,17421,4516276,0.0472088065476955,0.00368348851587192,9.69650119062443,0.0780254529872612,24.6987654359889,17.1976333133067
41860,"San Francisco-Oakland-Berkeley, CA Metro Area",2019,4731803,13881,4594060,0.0299828474160111,0.00293355408075949,7.70742621772103,0.0978410769349727,24.7272164975912,16.2173213576561
41860,"San Francisco-Oakland-Berkeley, CA Metro Area",2021,4623264,13606,4656132,-0.00705907822200917,0.00294294247527288,7.73232735532452,-0.416901808241368,23.9881541509216,15.8602407531231
41860,"San Francisco-Oakland-Berkeley, CA Metro Area",2022,4579599,11180,4679166,-0.0212787919898546,0.00244126177859677,6.40170367487226,-0.114727461021318,24.4220128570663,15.4118582659693
41860,"San Francisco-Oakland-Fremont, CA Metro Area",2023,4566961,7530,4727357,-0.0339293182215771,0.00164879884019154,4.29982899898941,-0.0485951067281688,24.5169649862987,14.408396992644
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2009,1839883,1094,NA,NA,0.000594603026388091,1.5037518866461,NA,NA,NA
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2010,1843255,4179,NA,NA,0.00226718495270595,5.93999416864057,NA,NA,NA
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2011,1865450,3097,NA,NA,0.00166018923048058,4.33004009371282,NA,NA,NA
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2012,1894388,5532,NA,NA,0.00292020430872662,7.6720181924307,NA,NA,NA
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2013,1919641,7764,NA,NA,0.00404450623840604,10.6540399874121,NA,NA,NA
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2014,1952872,10037,1839883,0.0614109701540805,0.00513960976449045,13.5586179271439,0.0836920464144296,24.706901470418,19.1327596987809
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2015,1976836,5788,1843255,0.0724701682621233,0.00292791106596602,7.69245906996533,0.0404016043591319,24.6447455152506,16.168602292608
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2016,1978816,6167,1865450,0.0607713956418022,0.00311651007471134,8.19268622402776,0.0512825160883358,24.6603682123059,16.4265272181668
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2017,1998463,8539,1894388,0.0549385870265226,0.0042727836342229,11.2595073904802,0.0777738173746649,24.6984041402591,17.9789557653697
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2018,1999107,8744,1919641,0.0413962819089611,0.00437395297000111,11.5278420400173,0.105660527185034,24.7384435808942,18.1331428104558
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2019,1990660,6230,1952872,0.0193499625167446,0.00312961530346719,8.22744563940056,0.161737538290266,24.8189583555811,16.5232019974908
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2021,1952185,4529,1976836,-0.0124699266909344,0.00231996455253985,6.07998318127169,-0.186044762735169,24.319616235606,15.1997997084389
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2022,1938524,9428,1978816,-0.0203616708172968,0.00486349408106374,12.82626751114,-0.238855353507253,24.243791352409,18.5350294317745
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2023,1945767,6227,1998463,-0.0263682640108924,0.00320028040356322,8.41487293367816,-0.121368642328567,24.4124775197495,16.4136752267138
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2009,266971,394,NA,NA,0.0014758157253035,3.84102037726357,NA,NA,NA
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2010,270113,468,NA,NA,0.00173260820471432,4.52211924419226,NA,NA,NA
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2011,271969,306,NA,NA,0.00112512823152639,2.91088077502262,NA,NA,NA
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2012,274804,417,NA,NA,0.00151744516091469,3.95143545441348,NA,NA,NA
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2013,276443,647,NA,NA,0.00234044631262141,6.13430760547704,NA,NA,NA
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2014,279083,983,266971,0.0453682235149136,0.00352224965332894,9.26884222321673,0.077636931324214,24.6982076007273,16.983524911972
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2015,281401,821,270113,0.0417899175530241,0.00291754471377145,7.66496406407534,0.0698145601763774,24.6869763236304,16.1759701938529
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2016,282887,853,271969,0.0401442811496899,0.00301533827994924,7.92434505244941,0.0751125239658833,24.6945830835558,16.3094640680026
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2017,283405,1094,274804,0.0312986710528231,0.00386020006704187,10.1651988625781,0.123334312198974,24.7638194129904,17.4645091377842
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2018,284010,1050,276443,0.0273727314491595,0.00369705292067181,9.73247849323454,0.135063354109855,24.7806598463183,17.2565691697764
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2019,283111,1094,279083,0.0144329823027558,0.00386420873791552,10.1758311879336,0.267734599603693,24.9711478061406,17.5734894970371
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2021,283159,1120,281401,0.00624731255397102,0.0039553748953768,10.4176340892163,0.633132224649561,25.4957818205406,17.9567079548784
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2022,282013,1111,282887,-0.00308957286831844,0.00393953470230096,10.3756206409228,-1.27510658275722,22.7559528853141,16.5657867631184
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2023,281639,962,283405,-0.00623136500767453,0.00341572012398851,8.98629056167787,-0.548149581958643,23.7997099967,16.3930002791889
42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2009,407057,226,NA,NA,0.000555204799327858,1.39925471495599,NA,NA,NA
42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2010,424712,400,NA,NA,0.000941814688541882,2.42467243003568,NA,NA,NA
42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2011,426878,231,NA,NA,0.000541138217476656,1.36194547216821,NA,NA,NA
42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2012,431249,461,NA,NA,0.0010689879860591,2.76197821500763,NA,NA,NA
42100,"Santa Cruz-Watsonville, CA Metro Area",2009,256218,149,NA,NA,0.000581536035719583,1.46909389136949,NA,NA,NA
42100,"Santa Cruz-Watsonville, CA Metro Area",2010,263054,158,NA,NA,0.000600637131539532,1.51975633580678,NA,NA,NA
42100,"Santa Cruz-Watsonville, CA Metro Area",2011,264298,208,NA,NA,0.000786990442606452,2.01402715443551,NA,NA,NA
42100,"Santa Cruz-Watsonville, CA Metro Area",2012,266776,237,NA,NA,0.000888385761837647,2.28296118707808,NA,NA,NA
42100,"Santa Cruz-Watsonville, CA Metro Area",2013,269419,294,NA,NA,0.00109123706939748,2.82099016694151,NA,NA,NA
42100,"Santa Cruz-Watsonville, CA Metro Area",2014,271804,291,256218,0.0608310110921169,0.00107062442053833,2.76631858226513,0.0175999774016098,24.6120071823616,13.6891628823134
42100,"Santa Cruz-Watsonville, CA Metro Area",2015,274146,335,263054,0.0421662472344081,0.0012219766110029,3.16775481462329,0.0289799707384381,24.6283464554683,13.8980506350458
42100,"Santa Cruz-Watsonville, CA Metro Area",2016,274673,489,264298,0.0392549319328939,0.00178029875524715,4.64861040937606,0.0453522313652348,24.6518535727255,14.6502319910508
42100,"Santa Cruz-Watsonville, CA Metro Area",2017,275897,407,266776,0.034189732209794,0.00147518820429363,3.8393559833149,0.0431471119820894,24.6486874858247,14.2440217345698
42100,"Santa Cruz-Watsonville, CA Metro Area",2018,274255,426,269419,0.0179497362843749,0.00155329893712056,4.04653156628157,0.0865360310876933,24.7109848332911,14.3787581997863
42100,"Santa Cruz-Watsonville, CA Metro Area",2019,273213,429,271804,0.00518388250356875,0.00157020346762416,4.09136799061291,0.302901052742454,25.0216394246345,14.5565037076237
42100,"Santa Cruz-Watsonville, CA Metro Area",2021,267792,598,274146,-0.0231774310039176,0.00223307641751807,5.84952701507611,-0.096347020389819,24.4484032977643,15.1489651564202
42100,"Santa Cruz-Watsonville, CA Metro Area",2022,264370,608,274673,-0.0375100574137247,0.00229980708855014,6.02651889791321,-0.0613117453589568,24.4987065721294,15.2626127350213
42100,"Santa Cruz-Watsonville, CA Metro Area",2023,261547,540,275897,-0.0520121639597386,0.0020646384779791,5.40277370660301,-0.039695300498885,24.5297432331985,14.9662584699008
42140,"Santa Fe, NM Metro Area",2009,147532,102,NA,NA,0.000691375430415096,1.76042441414373,NA,NA,NA
42140,"Santa Fe, NM Metro Area",2010,144606,96,NA,NA,0.000663872868345712,1.68747849335169,NA,NA,NA
42140,"Santa Fe, NM Metro Area",2011,145648,94,NA,NA,0.000645391629133253,1.63846011432469,NA,NA,NA
42140,"Santa Fe, NM Metro Area",2012,146375,130,NA,NA,0.000888129803586678,2.28228230086181,NA,NA,NA
42140,"Santa Fe, NM Metro Area",2013,147423,183,NA,NA,0.00124132598034228,3.2190757628188,NA,NA,NA
42140,"Santa Fe, NM Metro Area",2014,148164,161,147532,0.00428381639237589,0.00108663373019087,2.80878058383805,0.253660201712847,24.9509399357013,13.8798602597697
42140,"Santa Fe, NM Metro Area",2015,148686,110,144606,0.0282145969046928,0.000739814104892189,1.88889985227794,0.0262209702088333,24.6243851119226,13.2566424821003
42140,"Santa Fe, NM Metro Area",2016,148651,117,145648,0.0206182027902889,0.00078707845894074,2.01426060296053,0.0381739605020982,24.6415470879504,13.3279038454555
42140,"Santa Fe, NM Metro Area",2017,148750,221,146375,0.0162254483347566,0.00148571428571429,3.86727464411547,0.0915669172932331,24.7182081260688,14.2927413850921
42140,"Santa Fe, NM Metro Area",2018,150056,273,147423,0.0178601710723564,0.00181932078690622,4.75210978602926,0.101864689847351,24.7329935581136,14.7425516720714
42140,"Santa Fe, NM Metro Area",2019,150358,589,148164,0.0148079155530358,0.00391731733595818,10.3166928129859,0.264542117486284,24.9665640743526,17.6416284436693
42140,"Santa Fe, NM Metro Area",2021,155201,840,148686,0.0438171717579328,0.00541233626071997,14.2819790940657,0.123520894744652,24.7640873062202,19.5230332001429
42140,"Santa Fe, NM Metro Area",2022,155664,590,148651,0.0471776173722343,0.00379021482166718,9.9795747686179,0.0803392590126405,24.7020875740118,17.3408311713148
42140,"Santa Fe, NM Metro Area",2023,155956,926,148750,0.0484436974789916,0.00593757213573059,15.6750789237835,0.12256645228836,24.7627169279172,20.2188979258503
42200,"Santa Maria-Santa Barbara, CA Metro Area",2014,440668,755,NA,NA,0.00171330797788812,4.47092863824867,NA,NA,NA
42200,"Santa Maria-Santa Barbara, CA Metro Area",2015,444769,1082,NA,NA,0.00243272350366145,6.37905733648527,NA,NA,NA
42200,"Santa Maria-Santa Barbara, CA Metro Area",2016,446170,842,NA,NA,0.00188717305063093,4.93207650486571,NA,NA,NA
42200,"Santa Maria-Santa Barbara, CA Metro Area",2017,448150,1280,NA,NA,0.0028561865446837,7.50222183915361,NA,NA,NA
42200,"Santa Maria-Santa Barbara, CA Metro Area",2018,446527,928,NA,NA,0.00207826178484168,5.43890723702887,NA,NA,NA
42200,"Santa Maria-Santa Barbara, CA Metro Area",2019,446499,1175,440668,0.0132321838663121,0.00263158484117546,6.90650359179411,0.198877590257435,24.8722836462316,15.8893936190128
42200,"Santa Maria-Santa Barbara, CA Metro Area",2021,446475,1152,444769,0.00383569898081926,0.00258021165798757,6.7702448627999,0.672683563254087,25.5525692108373,16.1614070368186
42200,"Santa Maria-Santa Barbara, CA Metro Area",2022,443837,1096,446170,-0.00522894860703319,0.00246937501830627,6.47626931540724,-0.472250772360784,23.908684698335,15.1924770068711
42200,"Santa Maria-Santa Barbara, CA Metro Area",2023,441257,471,448150,-0.0153810108222693,0.00106740516297758,2.75778004296676,-0.0693975952108522,24.4870969951183,13.6224385190426
42220,"Santa Rosa-Petaluma, CA Metro Area",2009,472102,442,NA,NA,0.000936238355270683,2.40988214380399,NA,NA,NA
42220,"Santa Rosa-Petaluma, CA Metro Area",2010,485120,477,NA,NA,0.000983261873350924,2.53460411758195,NA,NA,NA
42220,"Santa Rosa-Petaluma, CA Metro Area",2011,488116,632,NA,NA,0.00129477419301969,3.36083815857693,NA,NA,NA
42220,"Santa Rosa-Petaluma, CA Metro Area",2012,491829,560,NA,NA,0.00113860711751442,2.94663125336597,NA,NA,NA
42220,"Santa Rosa, CA Metro Area",2013,495025,1046,NA,NA,0.00211302459471744,5.53110974417378,NA,NA,NA
42220,"Santa Rosa, CA Metro Area",2014,500292,663,472102,0.0597116724775578,0.0013252260679763,3.44160663581733,0.0221937522931447,24.618602875375,14.0301047555961
42220,"Santa Rosa, CA Metro Area",2015,502146,621,485120,0.0350964709762533,0.00123669211743198,3.20678522072446,0.0352369364506404,24.63733014013,13.9220576804272
42220,"Santa Rosa, CA Metro Area",2016,503070,919,488116,0.0306361602569881,0.00182678354900908,4.7719035074968,0.0596283455134491,24.6723510652165,14.7221272863566
42220,"Santa Rosa, CA Metro Area",2017,504217,1178,491829,0.0251876160210154,0.00233629568221619,6.12329875633737,0.0927557288576611,24.7199150090386,15.421606882688
42220,"Santa Rosa, CA Metro Area",2018,499942,3279,495025,0.00993283167516792,0.00655876081625469,17.3226774337734,0.660311281892714,25.5348052211642,21.4287413274688
42220,"Santa Rosa-Petaluma, CA Metro Area",2019,494336,2429,500292,-0.0119050474522879,0.00491366196271362,12.9593293804998,-0.412737704944581,23.9941329260401,18.47673115327
42220,"Santa Rosa-Petaluma, CA Metro Area",2021,485887,2618,502146,-0.0323790292066451,0.00538808406069724,14.21765421199,-0.166406596884364,24.3478125047648,19.2827333583774
42220,"Santa Rosa-Petaluma, CA Metro Area",2022,482650,2264,503070,-0.0405907726558928,0.00469076970889879,12.3681451609745,-0.115562464126137,24.4208139685107,18.3944795647426
42220,"Santa Rosa-Petaluma, CA Metro Area",2023,481812,2353,504217,-0.04443523324283,0.00488364756378006,12.8797212348404,-0.109904848188641,24.4289371131558,18.6543291739981
42340,"Savannah, GA Metro Area",2009,343092,1605,NA,NA,0.00467804553880592,12.3343964396227,NA,NA,NA
42340,"Savannah, GA Metro Area",2010,348689,1301,NA,NA,0.00373111856123939,9.82283187603224,NA,NA,NA
42340,"Savannah, GA Metro Area",2011,355576,1625,NA,NA,0.00457004972214098,12.0479556975407,NA,NA,NA
42340,"Savannah, GA Metro Area",2012,361941,1540,NA,NA,0.00425483711433631,11.2119072645415,NA,NA,NA
42340,"Savannah, GA Metro Area",2013,366047,1750,NA,NA,0.00478080683628059,12.60695349984,NA,NA,NA
42340,"Savannah, GA Metro Area",2014,372708,2211,343092,0.0863208702039103,0.00593225796065553,15.66098396808,0.0687233336114677,24.6854095521625,20.1731967601212
42340,"Savannah, GA Metro Area",2015,379199,2407,348689,0.0874991754830236,0.00634759057908908,16.7625838921223,0.0725445759236969,24.6908960511347,20.7267399716285
42340,"Savannah, GA Metro Area",2016,384024,1971,355576,0.0800053996895179,0.00513249171926755,13.5397385092295,0.064151816492206,24.6788458166213,19.1092921629254
42340,"Savannah, GA Metro Area",2017,387543,2118,361941,0.0707352855852197,0.00546519999071071,14.4221912477896,0.0772627118911735,24.697670300455,19.5599307741223
42340,"Savannah, GA Metro Area",2018,389494,3158,366047,0.0640546159372977,0.0081079554498914,21.4316556719323,0.126578784858037,24.7684777922437,23.100066732088
42340,"Savannah, GA Metro Area",2019,393353,2591,372708,0.0553918885561888,0.00658695878765384,17.3974678108658,0.118915584200963,24.7574750504405,21.0774714306532
42340,"Savannah, GA Metro Area",2021,410008,3227,379199,0.0812475771296865,0.00787057813506078,20.8020522640107,0.0968715426737938,24.7258244506356,22.7639383573231
42340,"Savannah, GA Metro Area",2022,418373,3192,384024,0.0894449305251755,0.00762955544454351,20.1627801101218,0.0852989140887763,24.7092085938934,22.4359943520076
42340,"Savannah, GA Metro Area",2023,424935,3388,387543,0.0964847771731137,0.00797298410345112,21.0736668735873,0.0826346324990307,24.7053832467917,22.8895250601895
42540,"Scranton--Wilkes-Barre, PA Metro Area",2009,550274,708,NA,NA,0.00128663175072782,3.33924169970963,NA,NA,NA
42540,"Scranton--Wilkes-Barre, PA Metro Area",2010,564446,687,NA,NA,0.001217122629977,3.15488044624453,NA,NA,NA
42540,"Scranton--Wilkes-Barre, PA Metro Area",2011,563184,439,NA,NA,0.00077949657660729,1.99415093511376,NA,NA,NA
42540,"Scranton--Wilkes-Barre, PA Metro Area",2012,563629,470,NA,NA,0.000833881862004971,2.13839875867519,NA,NA,NA
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",2013,562037,516,NA,NA,0.000918089022608832,2.36174409108586,NA,NA,NA
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",2014,559679,2301,550274,0.0170914853327615,0.00411128521884866,10.8311600028365,0.240545812069828,24.9321104348693,17.8816352188529
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",2015,558166,831,564446,-0.0111259535898917,0.00148880440585776,3.87547066813151,-0.133813645170189,24.3946091173504,14.1350398927409
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",2016,555225,1018,563184,-0.0141321486405864,0.00183349092710163,4.78969369990966,-0.129739006695414,24.4004594398312,14.5950765698704
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",2017,555426,580,563629,-0.0145538998170783,0.0010442435175883,2.69634767365813,-0.0717500828446638,24.4837193184545,13.5900334960563
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",2018,555485,553,562037,-0.0116575954963819,0.000995526431856846,2.56713379649205,-0.0853972358335662,24.4641248816904,13.5156293390912
42540,"Scranton--Wilkes-Barre, PA Metro Area",2019,553885,528,559679,-0.0103523626936154,0.000953266472282152,2.45504636056397,-0.0920820203556097,24.4545269393427,13.4547866499533
42540,"Scranton--Wilkes-Barre, PA Metro Area",2021,567750,644,558166,0.0171705191645496,0.00113430206957288,2.93521283767954,0.0660610234729981,24.6815870356496,13.8083999366646
42540,"Scranton--Wilkes-Barre, PA Metro Area",2022,567998,608,555225,0.0230050880273763,0.00107042630431797,2.76579311230777,0.046529980804427,24.6535445728138,13.7096688425608
42540,"Scranton--Wilkes-Barre, PA Metro Area",2023,569413,573,555426,0.0251824725525993,0.00100629946980487,2.59570746795087,0.0399603123840594,24.6441119129375,13.6199096904442
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2009,3407848,7419,NA,NA,0.00217703371746627,5.70088317787151,NA,NA,NA
